tube_assembly_id,spec1
TA-05349,SP-0007
TA-05350,SP-0069
TA-05351,SP-0007
TA-05352,SP-0007
TA-05356,SP-0004
TA-05357,SP-0080
TA-05359,SP-0007
TA-05360,SP-0063
TA-05361,SP-0063
TA-05362,SP-0063
TA-05363,SP-0063
TA-05382,SP-0063
TA-05383,SP-0004
TA-05389,SP-0007
TA-05394,SP-0012
TA-05395,SP-0004
TA-05396,SP-0012
TA-05397,SP-0063
TA-05398,SP-0063
TA-05400,SP-0063
TA-05401,SP-0007
TA-05403,SP-0012
TA-05409,SP-0050
TA-05411,SP-0007
TA-05413,SP-0080
TA-05414,SP-0080
TA-05415,SP-0080
TA-05416,SP-0080
TA-05417,SP-0058
TA-05419,SP-0007
TA-05420,SP-0007
TA-05435,SP-0007
TA-05438,SP-0007
TA-05443,SP-0058
TA-05444,SP-0080
TA-05452,SP-0050
TA-05454,SP-0063
TA-05455,SP-0063
TA-05456,SP-0063
TA-05457,SP-0007
TA-05458,SP-0007
TA-05461,SP-0007
TA-05466,SP-0007
TA-05468,SP-0063
TA-05469,SP-0063
TA-05470,SP-0007
TA-05471,SP-0007
TA-05472,SP-0012
TA-05473,SP-0012
TA-05477,SP-0007
TA-05478,SP-0007
TA-05479,SP-0009
TA-05484,SP-0072
TA-05487,SP-0007
TA-05488,SP-0007
TA-05490,SP-0007
TA-05491,SP-0007
TA-05492,SP-0007
TA-05498,SP-0024
TA-05499,SP-0007
TA-05515,SP-0004
TA-05518,SP-0007
TA-05519,SP-0007
TA-05528,SP-0004
TA-05530,SP-0007
TA-05531,SP-0004
TA-05532,SP-0012
TA-05533,SP-0012
TA-05534,SP-0012
TA-05536,SP-0007
TA-05537,SP-0007
TA-05538,SP-0057
TA-05539,SP-0063
TA-05540,SP-0063
TA-05542,SP-0063
TA-05545,SP-0012
TA-05546,SP-0004
TA-05549,SP-0007
TA-05550,SP-0050
TA-05560,SP-0004
TA-05561,SP-0063
TA-05562,SP-0063
TA-05563,SP-0007
TA-05564,SP-0007
TA-05565,SP-0007
TA-05573,SP-0058
TA-05574,SP-0058
TA-05575,SP-0063
TA-05576,SP-0063
TA-05581,SP-0063
TA-05588,SP-0063
TA-05589,SP-0063
TA-05591,SP-0063
TA-05592,SP-0063
TA-05593,SP-0063
TA-05594,SP-0063
TA-05595,SP-0063
TA-05597,SP-0007
TA-05599,SP-0007
TA-05605,SP-0004
TA-05606,SP-0012
TA-05607,SP-0012
TA-05608,SP-0012
TA-05609,SP-0012
TA-05610,SP-0063
TA-05611,SP-0063
TA-05613,SP-0007
TA-05614,SP-0007
TA-05615,SP-0007
TA-05616,SP-0007
TA-05617,SP-0007
TA-05618,SP-0007
TA-05619,SP-0007
TA-05620,SP-0007
TA-05621,SP-0007
TA-05622,SP-0007
TA-05623,SP-0007
TA-05624,SP-0007
TA-05631,SP-0007
TA-05632,SP-0007
TA-05639,SP-0007
TA-05642,SP-0004
TA-05659,SP-0007
TA-05660,SP-0012
TA-05661,SP-0007
TA-05662,SP-0007
TA-05669,SP-0007
TA-05685,SP-0007
TA-05689,SP-0012
TA-05690,SP-0007
TA-05691,SP-0007
TA-05697,SP-0007
TA-05702,SP-0004
TA-05703,SP-0004
TA-05705,SP-0007
TA-05710,SP-0004
TA-05720,SP-0007
TA-05721,SP-0007
TA-05722,SP-0007
TA-05723,SP-0007
TA-05724,SP-0007
TA-05729,SP-0004
TA-05730,SP-0007
TA-05731,SP-0007
TA-05732,SP-0007
TA-05746,SP-0004
TA-05752,SP-0007
TA-05753,SP-0063
TA-05754,SP-0063
TA-05755,SP-0012
TA-05758,SP-0007
TA-05762,SP-0007
TA-05763,SP-0007
TA-05764,SP-0063
TA-05766,SP-0063
TA-05769,SP-0007
TA-05775,SP-0012
TA-05776,SP-0012
TA-05777,SP-0012
TA-05785,SP-0007
TA-05786,SP-0004
TA-05787,SP-0004
TA-05791,SP-0007
TA-05794,SP-0007
TA-05795,SP-0007
TA-05796,SP-0007
TA-05797,SP-0007
TA-05800,SP-0007
TA-05801,SP-0012
TA-05802,SP-0007
TA-05803,SP-0007
TA-05806,SP-0063
TA-05807,SP-0004
TA-05808,SP-0024
TA-05809,SP-0058
TA-05810,SP-0063
TA-05819,SP-0024
TA-05820,SP-0070
TA-05821,SP-0063
TA-05822,SP-0007
TA-05829,SP-0024
TA-05830,SP-0024
TA-05831,SP-0007
TA-05832,SP-0007
TA-05833,SP-0007
TA-05834,SP-0007
TA-05838,SP-0012
TA-05839,SP-0012
TA-05840,SP-0007
TA-05841,SP-0007
TA-05842,SP-0004
TA-05843,SP-0007
TA-05854,SP-0012
TA-05855,SP-0012
TA-05856,SP-0012
TA-05857,SP-0007
TA-05858,SP-0007
TA-05859,SP-0007
TA-05862,SP-0007
TA-05865,SP-0004
TA-05866,SP-0063
TA-05867,SP-0007
TA-05868,SP-0007
TA-05870,SP-0007
TA-05871,SP-0007
TA-05959,SP-0024
TA-05960,SP-0007
TA-05961,SP-0007
TA-05962,SP-0007
TA-05963,SP-0069
TA-05968,SP-0007
TA-05978,SP-0024
TA-05980,SP-0007
TA-05982,SP-0004
TA-05983,SP-0007
TA-05984,SP-0007
TA-05985,SP-0007
TA-05986,SP-0007
TA-05987,SP-0007
TA-05988,SP-0007
TA-05989,SP-0007
TA-05990,SP-0007
TA-05991,SP-0024
TA-05992,SP-0007
TA-05994,SP-0007
TA-05997,SP-0012
TA-05998,SP-0012
TA-06004,SP-0007
TA-06005,SP-0007
TA-06006,SP-0007
TA-06009,SP-0063
TA-06011,SP-0058
TA-06013,SP-0007
TA-06015,SP-0007
TA-06016,SP-0007
TA-06019,SP-0063
TA-06022,SP-0069
TA-06023,SP-0069
TA-06025,SP-0007
TA-06026,SP-0004
TA-06027,SP-0004
TA-06028,SP-0004
TA-06029,SP-0069
TA-06037,SP-0007
TA-06039,SP-0007
TA-06040,SP-0007
TA-06041,SP-0007
TA-06042,SP-0063
TA-06043,SP-0063
TA-06044,SP-0063
TA-06045,SP-0063
TA-06046,SP-0007
TA-06049,SP-0007
TA-06050,SP-0007
TA-06051,SP-0007
TA-06055,SP-0007
TA-06059,SP-0012
TA-06060,SP-0007
TA-06061,SP-0007
TA-06064,SP-0004
TA-06065,SP-0004
TA-06067,SP-0007
TA-06068,SP-0063
TA-06070,SP-0009
TA-06076,SP-0007
TA-06077,SP-0007
TA-06078,SP-0007
TA-06079,SP-0007
TA-06080,SP-0007
TA-06081,SP-0007
TA-06082,SP-0012
TA-06083,SP-0012
TA-06086,SP-0007
TA-06087,SP-0070
TA-06088,SP-0058
TA-06098,SP-0012
TA-06101,SP-0007
TA-06102,SP-0007
TA-06103,SP-0009
TA-06104,SP-0063
TA-06105,SP-0063
TA-06108,SP-0063
TA-06111,SP-0007
TA-06112,SP-0007
TA-06117,SP-0026
TA-06118,SP-0007
TA-06131,SP-0024
TA-06133,SP-0013
TA-06136,SP-0007
TA-06137,SP-0007
TA-06138,SP-0007
TA-06140,SP-0007
TA-06141,SP-0007
TA-06142,SP-0007
TA-06143,SP-0007
TA-06150,SP-0004
TA-06158,SP-0007
TA-06159,SP-0007
TA-06163,SP-0007
TA-06169,SP-0004
TA-06184,SP-0007
TA-06189,SP-0007
TA-06190,SP-0007
TA-06195,SP-0007
TA-06196,SP-0007
TA-06197,SP-0012
TA-06198,SP-0012
TA-06199,SP-0012
TA-06200,SP-0012
TA-06201,SP-0007
TA-06202,SP-0007
TA-06203,SP-0012
TA-06204,SP-0007
TA-06205,SP-0007
TA-06210,SP-0007
TA-06211,SP-0004
TA-06212,SP-0007
TA-06221,SP-0026
TA-06222,SP-0070
TA-06224,SP-0070
TA-06228,SP-0007
TA-06231,SP-0007
TA-06232,SP-0007
TA-06233,SP-0007
TA-06234,SP-0007
TA-06235,SP-0024
TA-06240,SP-0063
TA-06241,SP-0007
TA-06242,SP-0007
TA-06243,SP-0007
TA-06256,SP-0007
TA-06257,SP-0063
TA-06268,SP-0004
TA-06269,SP-0007
TA-06270,SP-0007
TA-06273,SP-0007
TA-06274,SP-0007
TA-06275,SP-0012
TA-06276,SP-0012
TA-06277,SP-0012
TA-06278,SP-0012
TA-06279,SP-0012
TA-06280,SP-0012
TA-06281,SP-0007
TA-06282,SP-0004
TA-06284,SP-0007
TA-06285,SP-0007
TA-06298,SP-0007
TA-06299,SP-0007
TA-06301,SP-0007
TA-06302,SP-0007
TA-06303,SP-0007
TA-06304,SP-0007
TA-06335,SP-0004
TA-06346,SP-0004
TA-06347,SP-0004
TA-06348,SP-0007
TA-06349,SP-0004
TA-06350,SP-0004
TA-06356,SP-0063
TA-06357,SP-0007
TA-06358,SP-0063
TA-06373,SP-0004
TA-06374,SP-0063
TA-06377,SP-0007
TA-06378,SP-0007
TA-06379,SP-0004
TA-06384,SP-0024
TA-06400,SP-0007
TA-06401,SP-0007
TA-06402,SP-0007
TA-06403,SP-0007
TA-06414,SP-0070
TA-06415,SP-0070
TA-06418,SP-0070
TA-06420,SP-0069
TA-06421,SP-0069
TA-06427,SP-0058
TA-06436,SP-0007
TA-06456,SP-0004
TA-06459,SP-0004
TA-06463,SP-0063
TA-06466,SP-0024
TA-06467,SP-0012
TA-06468,SP-0004
TA-06469,SP-0007
TA-06470,SP-0007
TA-06471,SP-0007
TA-06476,SP-0024
TA-06482,SP-0063
TA-06483,SP-0072
TA-06484,SP-0058
TA-06485,SP-0007
TA-06486,SP-0007
TA-06487,SP-0007
TA-06488,SP-0007
TA-06489,SP-0007
TA-06490,SP-0007
TA-06491,SP-0007
TA-06492,SP-0007
TA-06493,SP-0007
TA-06494,SP-0007
TA-06498,SP-0007
TA-06499,SP-0004
TA-06500,SP-0007
TA-06502,SP-0012
TA-06506,SP-0026
TA-06508,SP-0012
TA-06509,SP-0012
TA-06537,SP-0063
TA-06538,SP-0063
TA-06539,SP-0007
TA-06540,SP-0007
TA-06541,SP-0007
TA-06542,SP-0007
TA-06543,SP-0007
TA-06544,SP-0007
TA-06545,SP-0007
TA-06546,SP-0007
TA-06547,SP-0007
TA-06548,SP-0007
TA-06549,SP-0007
TA-06550,SP-0007
TA-06551,SP-0007
TA-06554,SP-0012
TA-06555,SP-0012
TA-06563,SP-0007
TA-06567,SP-0069
TA-06570,SP-0012
TA-06571,SP-0012
TA-06572,SP-0012
TA-06573,SP-0012
TA-06574,SP-0012
TA-06575,SP-0012
TA-06576,SP-0012
TA-06577,SP-0012
TA-06578,SP-0012
TA-06579,SP-0007
TA-06580,SP-0007
TA-06581,SP-0007
TA-06582,SP-0007
TA-06583,SP-0007
TA-06584,SP-0012
TA-06589,SP-0007
TA-06590,SP-0004
TA-06592,SP-0007
TA-06593,SP-0007
TA-06594,SP-0063
TA-06595,SP-0007
TA-06596,SP-0007
TA-06597,SP-0004
TA-06599,SP-0007
TA-06608,SP-0012
TA-06618,SP-0007
TA-06619,SP-0007
TA-06623,SP-0012
TA-06624,SP-0012
TA-06625,SP-0012
TA-06626,SP-0012
TA-06627,SP-0063
TA-06628,SP-0007
TA-06629,SP-0007
TA-06631,SP-0012
TA-06632,SP-0012
TA-06635,SP-0007
TA-06636,SP-0068
TA-06639,SP-0007
TA-06644,SP-0007
TA-06646,SP-0007
TA-06647,SP-0007
TA-06648,SP-0007
TA-06649,SP-0007
TA-06650,SP-0007
TA-06651,SP-0007
TA-06652,SP-0004
TA-06653,SP-0007
TA-06689,SP-0024
TA-06690,SP-0024
TA-06695,SP-0007
TA-06698,SP-0007
TA-06699,SP-0007
TA-06700,SP-0007
TA-06701,SP-0007
TA-06702,SP-0007
TA-06704,SP-0007
TA-06707,SP-0007
TA-06708,SP-0063
TA-06714,SP-0063
TA-06716,SP-0024
TA-06721,SP-0007
TA-06722,SP-0024
TA-06723,SP-0007
TA-06729,SP-0004
TA-06730,SP-0007
TA-06731,SP-0007
TA-06733,SP-0012
TA-06734,SP-0012
TA-06735,SP-0007
TA-06736,SP-0007
TA-06737,SP-0012
TA-06738,SP-0012
TA-06741,SP-0070
TA-06742,SP-0063
TA-06743,SP-0029
TA-06744,SP-0029
TA-06745,SP-0029
TA-06746,SP-0029
TA-06747,SP-0007
TA-06748,SP-0007
TA-06749,SP-0063
TA-06750,SP-0069
TA-06752,SP-0004
TA-06753,SP-0004
TA-06755,SP-0007
TA-06756,SP-0007
TA-06757,SP-0007
TA-06758,SP-0007
TA-06759,SP-0029
TA-06760,SP-0009
TA-06765,SP-0007
TA-06766,SP-0007
TA-06767,SP-0007
TA-06768,SP-0007
TA-06769,SP-0007
TA-06770,SP-0007
TA-06771,SP-0007
TA-06772,SP-0007
TA-06773,SP-0029
TA-06776,SP-0070
TA-06777,SP-0007
TA-06778,SP-0004
TA-06779,SP-0058
TA-06780,SP-0004
TA-06782,SP-0007
TA-06793,SP-0004
TA-06794,SP-0004
TA-06799,SP-0012
TA-06800,SP-0012
TA-06801,SP-0063
TA-06804,SP-0063
TA-06805,SP-0004
TA-06807,SP-0004
TA-06809,SP-0063
TA-06810,SP-0063
TA-06811,SP-0063
TA-06812,SP-0063
TA-06813,SP-0063
TA-06814,SP-0063
TA-06815,SP-0063
TA-06816,SP-0063
TA-06823,SP-0012
TA-06824,SP-0007
TA-06825,SP-0007
TA-06826,SP-0007
TA-06827,SP-0007
TA-06828,SP-0007
TA-06829,SP-0007
TA-06830,SP-0007
TA-06831,SP-0007
TA-06835,SP-0012
TA-06836,SP-0012
TA-06837,SP-0012
TA-06838,SP-0007
TA-06839,SP-0007
TA-06846,SP-0012
TA-06847,SP-0004
TA-06851,SP-0007
TA-06852,SP-0007
TA-06864,SP-0024
TA-06878,SP-0007
TA-06879,SP-0007
TA-06880,SP-0070
TA-06881,SP-0004
TA-06890,SP-0063
TA-06891,SP-0004
TA-06892,SP-0004
TA-06899,SP-0012
TA-06900,SP-0012
TA-06901,SP-0007
TA-06902,SP-0007
TA-06903,SP-0007
TA-06904,SP-0007
TA-06905,SP-0007
TA-06908,SP-0012
TA-06909,SP-0007
TA-06911,SP-0007
TA-06912,SP-0007
TA-06913,SP-0007
TA-06914,SP-0007
TA-06915,SP-0012
TA-06916,SP-0007
TA-06917,SP-0007
TA-06918,SP-0004
TA-06921,SP-0063
TA-06924,SP-0012
TA-06925,SP-0012
TA-06926,SP-0012
TA-06927,SP-0012
TA-06929,SP-0012
TA-06930,SP-0012
TA-06932,SP-0004
TA-06933,SP-0004
TA-06934,SP-0007
TA-06939,SP-0012
TA-06940,SP-0012
TA-06941,SP-0012
TA-06942,SP-0012
TA-06944,SP-0007
TA-06945,SP-0007
TA-06946,SP-0007
TA-06947,SP-0007
TA-06948,SP-0007
TA-06951,SP-0007
TA-06953,SP-0004
TA-06954,SP-0063
TA-06955,SP-0007
TA-06956,SP-0007
TA-06959,SP-0004
TA-06963,SP-0007
TA-06964,SP-0007
TA-06970,SP-0012
TA-06971,SP-0080
TA-06972,SP-0058
TA-06973,SP-0063
TA-06974,SP-0012
TA-06977,SP-0063
TA-06978,SP-0080
TA-06979,SP-0080
TA-06980,SP-0080
TA-06982,SP-0007
TA-06987,SP-0012
TA-06988,SP-0012
TA-06989,SP-0012
TA-06990,SP-0012
TA-06993,SP-0012
TA-06994,SP-0012
TA-06995,SP-0007
TA-06996,SP-0004
TA-06997,SP-0007
TA-06998,SP-0007
TA-07003,SP-0007
TA-07004,SP-0007
TA-07008,SP-0070
TA-07009,SP-0070
TA-07010,SP-0026
TA-07011,SP-0012
TA-07012,SP-0004
TA-07016,SP-0004
TA-07025,SP-0007
TA-07026,SP-0007
TA-07030,SP-0007
TA-07033,SP-0007
TA-07034,SP-0007
TA-07038,SP-0012
TA-07039,SP-0058
TA-07040,SP-0007
TA-07041,SP-0007
TA-07042,SP-0007
TA-07043,SP-0009
TA-07046,SP-0007
TA-07052,SP-0007
TA-07053,SP-0007
TA-07054,SP-0007
TA-07056,SP-0026
TA-07058,SP-0004
TA-07062,SP-0007
TA-07070,SP-0058
TA-07074,SP-0007
TA-07075,SP-0007
TA-07076,SP-0007
TA-07077,SP-0007
TA-07081,SP-0004
TA-07082,SP-0007
TA-07083,SP-0007
TA-07085,SP-0004
TA-07090,SP-0004
TA-07094,SP-0007
TA-07096,SP-0007
TA-07100,SP-0012
TA-07103,SP-0007
TA-07104,SP-0007
TA-07105,SP-0007
TA-07106,SP-0007
TA-07107,SP-0007
TA-07108,SP-0007
TA-07109,SP-0007
TA-07110,SP-0007
TA-07111,SP-0007
TA-07112,SP-0007
TA-07115,SP-0004
TA-07116,SP-0007
TA-07118,SP-0063
TA-07119,SP-0063
TA-07124,SP-0004
TA-07130,SP-0004
TA-07131,SP-0007
TA-07132,SP-0007
TA-07135,SP-0007
TA-07136,SP-0004
TA-07137,SP-0058
TA-07140,SP-0012
TA-07141,SP-0012
TA-07142,SP-0012
TA-07143,SP-0063
TA-07144,SP-0004
TA-07162,SP-0012
TA-07163,SP-0080
TA-07164,SP-0012
TA-07173,SP-0007
TA-07176,SP-0007
TA-07179,SP-0070
TA-07180,SP-0070
TA-07181,SP-0070
TA-07182,SP-0012
TA-07191,SP-0007
TA-07192,SP-0007
TA-07207,SP-0012
TA-07208,SP-0012
TA-07209,SP-0012
TA-07210,SP-0012
TA-07211,SP-0014
TA-07212,SP-0007
TA-07215,SP-0007
TA-07216,SP-0007
TA-07217,SP-0007
TA-07218,SP-0007
TA-07219,SP-0007
TA-07220,SP-0012
TA-07221,SP-0012
TA-07223,SP-0007
TA-07228,SP-0007
TA-07230,SP-0012
TA-07233,SP-0007
TA-07234,SP-0007
TA-07235,SP-0004
TA-07236,SP-0004
TA-07237,SP-0004
TA-07241,SP-0007
TA-07248,SP-0063
TA-07250,SP-0004
TA-07251,SP-0080
TA-07253,SP-0063
TA-07255,SP-0007
TA-07256,SP-0007
TA-07261,SP-0007
TA-07266,SP-0012
TA-07267,SP-0012
TA-07268,SP-0012
TA-07269,SP-0012
TA-07274,SP-0007
TA-07275,SP-0007
TA-07282,SP-0004
TA-07283,SP-0012
TA-07284,SP-0012
TA-07287,SP-0007
TA-07288,SP-0007
TA-07300,SP-0007
TA-07301,SP-0012
TA-07302,SP-0012
TA-07303,SP-0007
TA-07311,SP-0004
TA-07314,SP-0004
TA-07315,SP-0004
TA-07316,SP-0007
TA-07317,SP-0007
TA-07318,SP-0007
TA-07319,SP-0007
TA-07325,SP-0004
TA-07326,SP-0012
TA-07327,SP-0012
TA-07328,SP-0012
TA-07329,SP-0007
TA-07330,SP-0007
TA-07331,SP-0007
TA-07332,SP-0007
TA-07337,SP-0004
TA-07338,SP-0004
TA-07347,SP-0007
TA-07350,SP-0007
TA-07351,SP-0007
TA-07352,SP-0007
TA-07353,SP-0007
TA-07354,SP-0063
TA-07355,SP-0007
TA-07357,SP-0012
TA-07358,SP-0056
TA-07363,SP-0007
TA-07365,SP-0004
TA-07366,SP-0004
TA-07367,SP-0004
TA-07368,SP-0058
TA-07369,SP-0007
TA-07371,SP-0004
TA-07372,SP-0012
TA-07373,SP-0012
TA-07376,SP-0007
TA-07379,SP-0072
TA-07381,SP-0007
TA-07382,SP-0007
TA-07383,SP-0007
TA-07386,SP-0012
TA-07387,SP-0007
TA-07390,SP-0007
TA-07391,SP-0007
TA-07394,SP-0007
TA-07395,SP-0007
TA-07401,SP-0007
TA-07402,SP-0007
TA-07403,SP-0007
TA-07404,SP-0007
TA-07406,SP-0012
TA-07408,SP-0007
TA-07409,SP-0007
TA-07410,SP-0007
TA-07411,SP-0007
TA-07412,SP-0067
TA-07413,SP-0004
TA-07414,SP-0012
TA-07415,SP-0012
TA-07429,SP-0058
TA-07430,SP-0063
TA-07431,SP-0007
TA-07433,SP-0004
TA-07434,SP-0007
TA-07435,SP-0007
TA-07437,SP-0009
TA-07438,SP-0070
TA-07439,SP-0009
TA-07440,SP-0012
TA-07441,SP-0007
TA-07442,SP-0063
TA-07443,SP-0004
TA-07444,SP-0004
TA-07446,SP-0063
TA-07447,SP-0007
TA-07448,SP-0070
TA-07449,SP-0007
TA-07450,SP-0058
TA-07451,SP-0004
TA-07463,SP-0007
TA-07464,SP-0080
TA-07465,SP-0004
TA-07466,SP-0063
TA-07467,SP-0007
TA-07468,SP-0007
TA-07469,SP-0007
TA-07473,SP-0012
TA-07474,SP-0012
TA-07475,SP-0007
TA-07476,SP-0007
TA-07477,SP-0007
TA-07478,SP-0007
TA-07479,SP-0004
TA-07480,SP-0004
TA-07481,SP-0029
TA-07482,SP-0029
TA-07484,SP-0007
TA-07486,SP-0007
TA-07493,SP-0070
TA-07497,SP-0007
TA-07500,SP-0004
TA-07501,SP-0004
TA-07510,SP-0007
TA-07512,SP-0004
TA-07514,SP-0007
TA-07515,SP-0007
TA-07516,SP-0007
TA-07517,SP-0007
TA-07519,SP-0007
TA-07522,SP-0007
TA-07526,SP-0007
TA-07527,SP-0007
TA-07528,SP-0007
TA-07529,SP-0007
TA-07530,SP-0063
TA-07531,SP-0063
TA-07537,SP-0063
TA-07538,SP-0063
TA-07544,SP-0004
TA-07556,SP-0012
TA-07558,SP-0007
TA-07559,SP-0007
TA-07560,SP-0007
TA-07567,SP-0007
TA-07573,SP-0004
TA-07574,SP-0026
TA-07575,SP-0080
TA-07577,SP-0004
TA-07578,SP-0063
TA-07581,SP-0007
TA-07582,SP-0007
TA-07590,SP-0007
TA-07591,SP-0007
TA-07593,SP-0007
TA-07594,SP-0007
TA-07597,SP-0007
TA-07598,SP-0004
TA-07601,SP-0012
TA-07602,SP-0012
TA-07605,SP-0007
TA-07607,SP-0004
TA-07608,SP-0004
TA-07609,SP-0004
TA-07611,SP-0002
TA-07613,SP-0007
TA-07615,SP-0029
TA-07616,SP-0029
TA-07618,SP-0012
TA-07619,SP-0007
TA-07622,SP-0004
TA-07624,SP-0004
TA-07625,SP-0004
TA-07626,SP-0004
TA-07629,SP-0004
TA-07630,SP-0063
TA-07636,SP-0004
TA-07637,SP-0012
TA-07638,SP-0012
TA-07639,SP-0012
TA-07640,SP-0007
TA-07653,SP-0080
TA-07654,SP-0080
TA-07655,SP-0024
TA-07656,SP-0058
TA-07657,SP-0063
TA-07658,SP-0012
TA-07659,SP-0012
TA-07660,SP-0007
TA-07665,SP-0063
TA-07666,SP-0058
TA-07667,SP-0004
TA-07668,SP-0004
TA-07669,SP-0012
TA-07670,SP-0007
TA-07671,SP-0007
TA-07672,SP-0007
TA-07673,SP-0007
TA-07674,SP-0007
TA-07675,SP-0007
TA-07676,SP-0007
TA-07677,SP-0007
TA-07678,SP-0007
TA-07679,SP-0007
TA-07680,SP-0007
TA-07681,SP-0007
TA-07682,SP-0007
TA-07683,SP-0007
TA-07684,SP-0007
TA-07685,SP-0007
TA-07686,SP-0007
TA-07687,SP-0007
TA-07688,SP-0004
TA-07689,SP-0004
TA-07691,SP-0007
TA-07692,SP-0026
TA-07693,SP-0026
TA-07694,SP-0007
TA-07695,SP-0007
TA-07696,SP-0007
TA-07698,SP-0007
TA-07701,SP-0007
TA-07702,SP-0007
TA-07703,SP-0007
TA-07704,SP-0067
TA-07705,SP-0004
TA-07706,SP-0004
TA-07707,SP-0007
TA-07708,SP-0007
TA-07709,SP-0063
TA-07710,SP-0007
TA-07711,SP-0007
TA-07712,SP-0002
TA-07713,SP-0002
TA-07714,SP-0007
TA-07718,SP-0007
TA-07720,SP-0007
TA-07721,SP-0058
TA-07722,SP-0058
TA-07724,SP-0056
TA-07725,SP-0004
TA-07727,SP-0004
TA-07728,SP-0004
TA-07731,SP-0063
TA-07732,SP-0058
TA-07742,SP-0007
TA-07744,SP-0012
TA-07745,SP-0012
TA-07746,SP-0026
TA-07747,SP-0026
TA-07748,SP-0063
TA-07749,SP-0063
TA-07750,SP-0063
TA-07751,SP-0063
TA-07752,SP-0063
TA-07754,SP-0063
TA-07755,SP-0002
TA-07756,SP-0012
TA-07757,SP-0012
TA-07758,SP-0004
TA-07759,SP-0002
TA-07760,SP-0002
TA-07761,SP-0012
TA-07762,SP-0012
TA-07764,SP-0063
TA-07765,SP-0007
TA-07766,SP-0007
TA-07767,SP-0012
TA-07778,SP-0012
TA-07783,SP-0007
TA-07784,SP-0009
TA-07786,SP-0058
TA-07789,SP-0058
TA-07790,SP-0009
TA-07791,SP-0009
TA-07792,SP-0007
TA-07793,SP-0009
TA-07794,SP-0009
TA-07795,SP-0007
TA-07796,SP-0007
TA-07797,SP-0004
TA-07804,SP-0004
TA-07805,SP-0004
TA-07806,SP-0012
TA-07807,SP-0012
TA-07808,SP-0012
TA-07809,SP-0012
TA-07810,SP-0012
TA-07811,SP-0012
TA-07812,SP-0012
TA-07813,SP-0058
TA-07814,SP-0058
TA-07815,SP-0007
TA-07816,SP-0007
TA-07817,SP-0007
TA-07818,SP-0007
TA-07819,SP-0007
TA-07820,SP-0007
TA-07821,SP-0007
TA-07825,SP-0028
TA-07826,SP-0004
TA-07827,SP-0004
TA-07829,SP-0012
TA-07843,SP-0067
TA-07844,SP-0067
TA-07847,SP-0042
TA-07849,SP-0007
TA-07850,SP-0012
TA-07852,SP-0007
TA-07853,SP-0007
TA-07854,SP-0007
TA-07855,SP-0007
TA-07856,SP-0007
TA-07857,SP-0002
TA-07868,SP-0007
TA-07872,SP-0009
TA-07874,SP-0007
TA-07875,SP-0007
TA-07877,SP-0007
TA-07878,SP-0004
TA-07881,SP-0007
TA-07882,SP-0007
TA-07884,SP-0007
TA-07885,SP-0007
TA-07886,SP-0007
TA-07887,SP-0007
TA-07888,SP-0007
TA-07889,SP-0007
TA-07890,SP-0007
TA-07891,SP-0058
TA-07911,SP-0007
TA-07912,SP-0007
TA-07926,SP-0007
TA-07927,SP-0007
TA-07928,SP-0007
TA-07930,SP-0007
TA-07933,SP-0007
TA-07934,SP-0007
TA-07935,SP-0007
TA-07936,SP-0007
TA-07942,SP-0007
TA-07944,SP-0007
TA-07945,SP-0007
TA-07951,SP-0007
TA-07952,SP-0007
TA-07953,SP-0007
TA-07954,SP-0007
TA-07957,SP-0002
TA-07958,SP-0002
TA-07959,SP-0007
TA-07960,SP-0007
TA-07963,SP-0007
TA-07964,SP-0007
TA-07965,SP-0007
TA-07966,SP-0007
TA-07967,SP-0004
TA-07968,SP-0058
TA-07969,SP-0063
TA-07970,SP-0007
TA-07971,SP-0007
TA-07972,SP-0007
TA-07973,SP-0007
TA-07974,SP-0007
TA-07975,SP-0007
TA-07977,SP-0007
TA-07978,SP-0012
TA-07981,SP-0007
TA-07982,SP-0007
TA-07986,SP-0007
TA-07987,SP-0007
TA-07988,SP-0007
TA-08001,SP-0009
TA-08002,SP-0009
TA-08003,SP-0007
TA-08010,SP-0007
TA-08038,SP-0069
TA-08048,SP-0007
TA-08049,SP-0007
TA-08050,SP-0007
TA-08051,SP-0063
TA-08053,SP-0004
TA-08054,SP-0007
TA-08055,SP-0068
TA-08058,SP-0009
TA-08061,SP-0007
TA-08062,SP-0007
TA-08063,SP-0007
TA-08064,SP-0012
TA-08065,SP-0012
TA-08069,SP-0007
TA-08070,SP-0007
TA-08071,SP-0004
TA-08086,SP-0007
TA-08087,SP-0007
TA-08088,SP-0007
TA-08089,SP-0012
TA-08090,SP-0012
TA-08091,SP-0009
TA-08092,SP-0009
TA-08094,SP-0007
TA-08095,SP-0007
TA-08096,SP-0007
TA-08099,SP-0007
TA-08103,SP-0007
TA-08106,SP-0007
TA-08107,SP-0005
TA-08108,SP-0007
TA-08109,SP-0007
TA-08111,SP-0007
TA-08112,SP-0007
TA-08113,SP-0007
TA-08114,SP-0007
TA-08115,SP-0007
TA-08116,SP-0007
TA-08117,SP-0007
TA-08118,SP-0007
TA-08119,SP-0007
TA-08120,SP-0007
TA-08121,SP-0007
TA-08123,SP-0063
TA-08124,SP-0063
TA-08125,SP-0058
TA-08127,SP-0058
TA-08129,SP-0007
TA-08130,SP-0007
TA-08131,SP-0007
